Id_hecho,Nro_victimas,Fecha,Anio,Mes,Dia,Hora,Lugar_hecho,Tipo_calle,Calle,Cruce,Comuna,Long_x,Lat_y,Participantes,Victima,Acusado,Rol,Sexo,Edad,Fecha_fallecimiento,Franja_horaria
2016-0116,1,2016-09-02,2016,Septiembre,2,20,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Con_cruce,8,-58.44451316,-34.68475866,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,2016-09-02,Noche
2016-0117,1,2016-09-03,2016,Septiembre,3,15,AV DEL LIBERTADOR Y TAGLE,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,14,-58.39936478,-34.58271474,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,43,2000-01-01,Tarde
2016-0118,1,2016-09-04,2016,Septiembre,4,3,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin_cruce,1,-58.37936704,-34.62694503,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,27,2016-09-04,Madrugada
2016-0119,1,2016-09-04,2016,Septiembre,4,6,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,"LARRALDE, CRISOLOGO AV.",Con_cruce,12,-58.49659234,-34.56353635,SD-SD,No_data,No_data,PASAJERO_ACOMPAÑANTE,FEMENINO,42,2000-01-01,Mañana
2016-0122,1,2016-09-13,2016,Septiembre,13,7,AV EVA PERON 4233,AVENIDA,"PERON, EVA AV.",Sin_cruce,9,-58.47256391,-34.65194557,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,49,2016-09-13,Mañana
2016-0123,1,2016-09-14,2016,Septiembre,14,9,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,ASAMBLEA AV.,Con_cruce,7,-58.45130953,-34.64053676,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,58,2000-01-01,Mañana
2016-0124,1,2016-09-16,2016,Septiembre,16,15,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,RIVADAVIA AV.,Con_cruce,7,-58.46271207,-34.62884871,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,67,2000-01-01,Tarde
2016-0125,1,2016-09-17,2016,Septiembre,17,12,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,AUTOPISTA PERITO MORENO,Con_cruce,10,-58.49020869,-34.64243791,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,2000-01-01,Tarde
2016-0126,2,2016-09-18,2016,Septiembre,18,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,Con_cruce,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,37,2000-01-01,Noche
2016-0126,2,2016-09-18,2016,Septiembre,18,22,IRIGOYEN Y TINOGASTA,CALLE,IRIGOYEN,Con_cruce,10,-58.52572109,-34.62125906,AUTO-CARGAS,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,60,2000-01-01,Noche
2016-0127,1,2016-09-24,2016,Septiembre,24,10,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,"ACOSTA, MARIANO",Con_cruce,8,-58.44094791,-34.66677111,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,2000-01-01,Mañana
2016-0128,1,2016-10-02,2016,Octubre,2,11,CASTRO Y AV PAVON,AVENIDA,CASTRO,Con_cruce,5,-58.41914024,-34.63053890,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,81,2016-10-02,Mañana
2016-0130,1,2016-10-04,2016,Octubre,4,12,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin_cruce,1,-58.37910942,-34.62764717,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,2016-10-04,Tarde
2016-0131,1,2016-10-09,2016,Octubre,9,19,MIRAVE 3500,CALLE,MIRAVE,Sin_cruce,4,-58.39871183,-34.64539318,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,35,2000-01-01,Noche
2016-0132,1,2016-10-10,2016,Octubre,10,2,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,SAN JUAN AV.,Con_cruce,3,-58.41036975,-34.62477021,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2016-10-10,Madrugada
2016-0133,1,2016-10-14,2016,Octubre,14,0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,LAS HERAS GENERAL AV.,Con_cruce,14,-58.40204698,-34.58342690,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41,2016-10-25,Madrugada
2016-0134,1,2016-10-23,2016,Octubre,23,5,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,PIEDRA BUENA AV.,Con_cruce,8,-58.48935287,-34.67648597,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,25,2016-10-23,Madrugada
2016-0135,1,2016-10-24,2016,Octubre,24,5,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Con_cruce,14,-58.42260225,-34.56403694,PEATON-SD,PEATON,No_data,PEATON,MASCULINO,29,2016-10-25,Madrugada
2016-0137,1,2016-10-25,2016,Octubre,25,0,AV SAN MARTIN Y LADINES,AVENIDA,SAN MARTIN AV.,Con_cruce,11,-58.51537091,-34.59035925,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,2000-01-01,Madrugada
2016-0138,1,2016-10-27,2016,Octubre,27,20,AV CABILDO Y BLANCO ENCALADA,AVENIDA,CABILDO AV.,Con_cruce,13,-58.45909670,-34.55922742,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,33,2000-01-01,Noche
2016-0139,1,2016-10-28,2016,Octubre,28,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Con_cruce,14,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,35,2000-01-01,Noche
2016-0140,1,2016-10-31,2016,Octubre,31,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,Con_cruce,13,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2000-01-01,Madrugada
2016-0142,1,2016-11-05,2016,Noviembre,5,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,1,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,46,2016-11-05,Noche
2016-0143,1,2016-11-06,2016,Noviembre,6,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Con_cruce,8,-58.44451316,-34.68475866,MOTO-SD,MOTO,No_data,CONDUCTOR,MASCULINO,35,2000-01-01,Madrugada
2016-0144,1,2016-11-07,2016,Noviembre,7,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",Sin_cruce,4,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,83,2000-01-01,Tarde
2016-0145,1,2016-11-07,2016,Noviembre,7,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,13,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,39,2016-11-07,Noche
2016-0146,1,2016-11-09,2016,Noviembre,9,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,Con_cruce,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,29,2000-01-01,Noche
2016-0147,1,2016-11-16,2016,Noviembre,16,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con_cruce,1,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,55,2016-11-16,Noche
2016-0148,1,2016-11-16,2016,Noviembre,16,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,Sin_cruce,15,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,42,2000-01-01,Noche
2016-0150,1,2016-11-18,2016,Noviembre,18,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",Con_cruce,4,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41,2016-11-18,Noche
2016-0152,1,2016-11-23,2016,Noviembre,23,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",Con_cruce,7,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,42,2016-11-24,Noche
2016-0153,1,2016-11-25,2016,Noviembre,25,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,Con_cruce,15,-58.42917090,-34.59485488,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,83,2016-11-25,Tarde
2016-0154,1,2016-11-26,2016,Noviembre,26,14,AV GRAL PAZ 15200,AUTOPISTA,"PAZ, GRAL. AV.",Sin_cruce,8,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,38,2000-01-01,Tarde
2016-0155,1,2016-11-26,2016,Noviembre,26,16,MADERO 900,CALLE,MADERO,Sin_cruce,10,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29,2000-01-01,Tarde
2016-0156,1,2016-11-26,2016,Noviembre,26,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,Con_cruce,3,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,2016-11-30,Noche
2016-0157,1,2016-12-03,2016,Diciembre,3,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",Sin_cruce,11,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,23,2000-01-01,Mañana
2016-0159,1,2016-12-04,2016,Diciembre,4,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,Con_cruce,8,-58.44451316,-34.68475866,AUTO-SD,AUTO,No_data,CONDUCTOR,MASCULINO,23,2000-01-01,Mañana
2016-0160,1,2016-12-06,2016,Diciembre,6,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin_cruce,9,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,MASCULINO,29,2016-12-06,Madrugada
2016-0161,1,2016-12-06,2016,Diciembre,6,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,Con_cruce,14,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,50,2016-12-06,Mañana
2016-0162,1,2016-12-07,2016,Diciembre,7,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",Con_cruce,15,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,38,2017-01-01,Madrugada
2016-0163,1,2016-12-10,2016,Diciembre,10,7,AV GRAL PAZ Y AV GENERAL MOSCONI,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,11,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2000-01-01,Mañana
2016-0164,1,2016-12-11,2016,Diciembre,11,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Con_cruce,4,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,29,2000-01-01,Mañana
2016-0165,1,2016-12-12,2016,Diciembre,12,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",Sin_cruce,4,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,37,2000-01-01,Mañana
2016-0168,1,2016-12-13,2016,Diciembre,13,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,Con_cruce,4,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2016-12-13,Mañana
2016-0169,1,2016-12-15,2016,Diciembre,15,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,Con_cruce,12,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,2016-12-16,Tarde
2016-0170,1,2016-12-19,2016,Diciembre,19,17,AV GRAL PAZ 4500,AUTOPISTA,"PAZ, GRAL. AV.",Sin_cruce,12,-58.50598256,-34.56379980,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2016-12-19,Tarde
2016-0171,1,2016-12-25,2016,Diciembre,25,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",Con_cruce,1,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,42,2000-01-01,Noche
2016-0172,1,2016-12-26,2016,Diciembre,26,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",Con_cruce,5,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,38,2016-12-26,Mañana
2016-0173,1,2016-12-26,2016,Diciembre,26,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,Con_cruce,7,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2000-01-01,Noche
2016-0175,1,2016-12-27,2016,Diciembre,27,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",Con_cruce,7,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,42,2000-01-01,Mañana
2016-0176,1,2016-12-28,2016,Diciembre,28,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,Con_cruce,1,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,2000-01-01,Madrugada
2016-0177,1,2016-12-29,2016,Diciembre,29,4,ARENALES 3319,CALLE,ARENALES,Sin_cruce,14,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,27,2000-01-01,Madrugada
2016-0178,1,2016-12-30,2016,Diciembre,30,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Con_cruce,3,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,7,2000-01-01,Tarde
2017-0001,1,2017-01-02,2017,Enero,2,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",Con_cruce,11,-58.46594230,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,18,2017-01-02,Madrugada
2017-0003,1,2017-01-05,2017,Enero,5,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,Con_cruce,4,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33,2017-01-05,Madrugada
2017-0007,1,2017-01-11,2017,Enero,11,17,LIMA Y MEXICO,CALLE,LIMA,Con_cruce,1,-58.38161660,-34.61529543,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,48,2017-01-11,Tarde
2017-0008,1,2017-01-16,2017,Enero,16,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",Con_cruce,14,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,2017-01-16,Madrugada
2017-0009,1,2017-01-16,2017,Enero,16,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin_cruce,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,36,2017-01-16,Tarde
2017-0010,1,2017-01-16,2017,Enero,16,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,Con_cruce,6,-58.43564880,-34.62828656,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2017-01-16,Tarde
2017-0011,1,2017-01-22,2017,Enero,22,2,AV. GRAL. PAZ Y AV. R. BALBIN,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.50073810,-34.54979510,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,29,2017-01-22,Madrugada
2017-0012,1,2017-01-24,2017,Enero,24,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,Con_cruce,4,-58.40969005,-34.65055290,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,30,2017-01-24,Tarde
2017-0013,1,2017-01-27,2017,Enero,27,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",Sin_cruce,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,4,2017-01-27,Mañana
2017-0014,1,2017-01-28,2017,Enero,28,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,Con_cruce,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2017-01-28,Mañana
2017-0015,1,2017-02-02,2017,Febrero,2,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,Con_cruce,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,82,2017-02-21,Tarde
2017-0016,1,2017-02-03,2017,Febrero,3,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin_cruce,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2017-02-04,Madrugada
2017-0017,1,2017-02-06,2017,Febrero,6,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",Con_cruce,14,-58.42901200,-34.58095431,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2017-02-06,Mañana
2017-0018,1,2017-02-09,2017,Febrero,9,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,30,2017-02-09,Mañana
2017-0021,1,2017-02-18,2017,Febrero,18,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,Con_cruce,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,43,2017-02-18,Madrugada
2017-0024,1,2017-02-23,2017,Febrero,23,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,Sin_cruce,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,2017-02-23,Noche
2017-0025,1,2017-02-24,2017,Febrero,24,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con_cruce,7,-58.43614426,-34.65424640,MOTO-SD,MOTO,No_data,CONDUCTOR,MASCULINO,23,2017-02-24,Tarde
2017-0026,2,2017-02-26,2017,Febrero,26,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",Con_cruce,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2017-02-26,Madrugada
2017-0026,2,2017-02-26,2017,Febrero,26,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",Con_cruce,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,19,2017-02-26,Madrugada
2017-0027,1,2017-02-26,2017,Febrero,26,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,Sin_cruce,1,-58.38332245,-34.63193250,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,42,2017-02-26,Noche
2017-0028,1,2017-02-28,2017,Febrero,28,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,Con_cruce,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,87,2017-02-28,Mañana
2017-0029,1,2017-03-07,2017,Marzo,7,2,MOZART Y TANDIL,CALLE,MOZART,Con_cruce,9,-58.48501341,-34.64742455,SD-AUTO,No_data,AUTO,No_data,MASCULINO,34,2017-03-07,Madrugada
2017-0030,1,2017-03-07,2017,Marzo,7,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,Con_cruce,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,27,2017-03-07,Mañana
2017-0031,1,2017-03-11,2017,Marzo,11,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,Con_cruce,3,-58.40997560,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,70,2017-03-11,Madrugada
2017-0032,1,2017-03-12,2017,Marzo,12,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,40,2017-03-12,Madrugada
2017-0033,1,2017-03-12,2017,Marzo,12,7,AV. GRAL. PAZ KM. 10,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,28,2017-03-12,Mañana
2017-0034,1,2017-03-13,2017,Marzo,13,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,Sin_cruce,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,43,2017-03-13,Mañana
2017-0035,3,2017-03-23,2017,Marzo,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con_cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,2017-03-23,Madrugada
2017-0035,3,2017-03-23,2017,Marzo,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con_cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2017-03-23,Madrugada
2017-0035,3,2017-03-23,2017,Marzo,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Con_cruce,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-03-23,Madrugada
2017-0036,2,2017-03-29,2017,Marzo,29,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,42,2017-03-29,Noche
2017-0036,2,2017-03-29,2017,Marzo,29,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,2017-03-29,Noche
2017-0037,1,2017-03-31,2017,Marzo,31,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,Con_cruce,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,2017-03-31,Madrugada
2017-0038,1,2017-04-01,2017,Abril,1,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,Con_cruce,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,40,2017-04-01,Noche
2017-0040,1,2017-04-03,2017,Abril,3,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",Sin_cruce,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,43,2017-04-03,Mañana
2017-0041,1,2017-04-03,2017,Abril,3,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",Sin_cruce,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17,2000-01-01,Noche
2017-0042,1,2017-04-10,2017,Abril,10,9,AV. LEOPOLDO LUGONES PKM 6900,AUTOPISTA,"LUGONES, LEOPOLDO AV.",Sin_cruce,14,No_data,No_data,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,42,2017-04-10,Mañana
2017-0045,1,2017-04-14,2017,Abril,14,6,NOGOYA 5940,CALLE,NOGOYA,Sin_cruce,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,2017-04-14,Mañana
2017-0047,1,2017-04-23,2017,Abril,23,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,Con_cruce,8,-58.46713742,-34.67198790,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2017-04-23,Mañana
2017-0049,1,2017-04-27,2017,Abril,27,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con_cruce,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,22,2017-04-27,Noche
