Id_hecho,Nro_victimas,Fecha,Anio,Mes,Dia,Hora,Lugar_hecho,Tipo_calle,Calle,Cruce,Comuna,Long_x,Lat_y,Participantes,Victima,Acusado,Rol,Sexo,Edad,Fecha_fallecimiento,Franja_horaria
2017-0052,1,2017-05-05,2017,Mayo,5,3,AV. GRAL. PAZ Y GOLETA JULIA,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,47,2017-05-05,Madrugada
2017-0053,1,2017-05-05,2017,Mayo,5,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,Con_cruce,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2017-05-05,Noche
2017-0054,1,2017-05-07,2017,Mayo,7,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,Con_cruce,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,20,2017-05-07,Noche
2017-0055,1,2017-05-09,2017,Mayo,9,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,Sin_cruce,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,32,2017-05-09,Mañana
2017-0058,1,2017-05-09,2017,Mayo,9,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,Con_cruce,1,-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,2017-05-09,Noche
2017-0059,1,2017-05-11,2017,Mayo,11,9,BRASIL Y LIMA,CALLE,BRASIL,Con_cruce,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,2017-05-11,Mañana
2017-0060,1,2017-05-13,2017,Mayo,13,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,Con_cruce,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2017-05-13,Mañana
2017-0061,1,2017-05-15,2017,Mayo,15,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,Con_cruce,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,2017-05-16,Tarde
2017-0062,1,2017-05-15,2017,Mayo,15,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",Con_cruce,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2017-05-15,Tarde
2017-0063,1,2017-05-17,2017,Mayo,17,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,Con_cruce,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,2017-05-17,Mañana
2017-0064,1,2017-05-20,2017,Mayo,20,5,MAIPU Y PERON,CALLE,MAIPU,Con_cruce,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,61,2017-05-20,Madrugada
2017-0065,1,2017-05-22,2017,Mayo,22,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,Con_cruce,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,21,2017-05-22,Tarde
2017-0066,1,2017-05-22,2017,Mayo,22,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,Con_cruce,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,2017-05-22,Noche
2017-0067,1,2017-05-23,2017,Mayo,23,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,Con_cruce,6,-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,2017-05-23,Madrugada
2017-0068,1,2017-05-27,2017,Mayo,27,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Sin_cruce,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,2017-05-27,Noche
2017-0069,1,2017-05-24,2017,Mayo,24,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,9,-58.52173071,-34.65997463,MOTO-SD,MOTO,No_data,CONDUCTOR,MASCULINO,39,2017-05-29,Tarde
2017-0070,1,2017-05-30,2017,Mayo,30,13,NUEVA YORK  3696,CALLE,NUEVA YORK,Sin_cruce,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,2017-05-31,Tarde
2017-0072,1,2017-06-03,2017,Junio,3,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,Con_cruce,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,25,2017-06-03,Noche
2017-0073,1,2017-06-04,2017,Junio,4,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,Con_cruce,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,19,2017-06-04,Mañana
2017-0074,1,2017-06-04,2017,Junio,4,12,CASCO 133,CALLE,CASCO,Sin_cruce,9,-58.52567073,-34.63787791,SD-SD,No_data,No_data,No_data,MASCULINO,70,2017-06-04,Tarde
2017-0075,1,2017-06-12,2017,Junio,12,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,Con_cruce,1,-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,2017-06-12,Noche
2017-0076,1,2017-06-13,2017,Junio,13,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Con_cruce,2,-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30,2017-06-13,Tarde
2017-0077,1,2017-06-17,2017,Junio,17,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Sin_cruce,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,60,2017-06-18,Noche
2017-0079,1,2017-06-19,2017,Junio,19,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,Con_cruce,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,2017-06-19,Tarde
2017-0080,1,2017-06-22,2017,Junio,22,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con_cruce,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,2017-06-22,Mañana
2017-0082,1,2017-06-25,2017,Junio,25,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,Con_cruce,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36,2017-06-25,Noche
2017-0083,1,2017-07-04,2017,Julio,4,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con_cruce,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,37,2017-07-04,Madrugada
2017-0084,1,2017-07-05,2017,Julio,5,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,2017-07-05,Tarde
2017-0085,1,2017-07-07,2017,Julio,7,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,Con_cruce,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,2017-07-07,Tarde
2017-0086,1,2017-07-09,2017,Julio,9,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,Con_cruce,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,2017-07-09,Mañana
2017-0087,1,2017-07-10,2017,Julio,10,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,Sin_cruce,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,2017-07-10,Mañana
2017-0088,1,2017-07-10,2017,Julio,10,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,Con_cruce,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,2017-07-10,Noche
2017-0089,1,2017-07-13,2017,Julio,13,12,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",Sin_cruce,9,-58.51514709,-34.64787051,SD-AUTO,No_data,AUTO,No_data,MASCULINO,23,2000-01-01,Tarde
2017-0090,1,2017-07-15,2017,Julio,15,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AUTOPISTA,CHIVILCOY AV.,Con_cruce,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22,2017-07-15,Madrugada
2017-0091,1,2017-07-15,2017,Julio,15,13,SUPERI Y AV. GRAL. PAZ,AUTOPISTA,SUPERI,Con_cruce,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,No_data,CONDUCTOR,MASCULINO,58,2017-07-15,Tarde
2017-0092,1,2017-07-24,2017,Julio,24,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,Con_cruce,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,2017-07-24,Noche
2017-0093,1,2017-07-25,2017,Julio,25,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",Con_cruce,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,42,2017-07-25,Tarde
2017-0094,1,2017-07-27,2017,Julio,27,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",Sin_cruce,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,56,2017-07-27,Mañana
2017-0095,1,2017-08-06,2017,Agosto,6,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,Con_cruce,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36,2017-08-06,Mañana
2017-0096,1,2017-08-07,2017,Agosto,7,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,Con_cruce,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,2017-08-07,Noche
2017-0098,1,2017-08-08,2017,Agosto,8,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",Sin_cruce,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,2017-08-08,Tarde
2017-0099,1,2017-08-17,2017,Agosto,17,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Sin_cruce,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,28,2017-08-17,Noche
2017-0100,1,2017-08-21,2017,Agosto,21,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Sin_cruce,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,16,2017-08-21,Mañana
2017-0101,1,2017-08-23,2017,Agosto,23,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",Con_cruce,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,2017-08-23,Mañana
2017-0102,1,2017-08-24,2017,Agosto,24,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",Con_cruce,4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,2017-08-24,Madrugada
2017-0104,1,2017-08-25,2017,Agosto,25,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,Con_cruce,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18,2017-08-25,Mañana
2017-0106,1,2017-08-31,2017,Agosto,31,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Con_cruce,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85,2017-08-31,Noche
2017-0107,1,2017-09-01,2017,Septiembre,1,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,Con_cruce,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,2017-09-01,Mañana
2017-0108,2,2017-09-02,2017,Septiembre,2,4,AV. GRAL. PAZ Y MACHAIN,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,17,2017-09-02,Madrugada
2017-0108,2,2017-09-02,2017,Septiembre,2,4,AV. GRAL. PAZ Y MACHAIN,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,10,2017-09-02,Madrugada
2017-0109,1,2017-09-04,2017,Septiembre,4,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,Con_cruce,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2017-09-05,Noche
2017-0110,1,2017-09-06,2017,Septiembre,6,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,Con_cruce,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56,2017-09-07,Tarde
2017-0111,1,2017-09-07,2017,Septiembre,7,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,Con_cruce,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79,2017-09-07,Noche
2017-0112,2,2017-09-10,2017,Septiembre,10,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin_cruce,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,1,2000-01-01,Mañana
2017-0112,2,2017-09-10,2017,Septiembre,10,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin_cruce,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,42,2017-09-13,Mañana
2017-0113,1,2017-09-11,2017,Septiembre,11,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,Con_cruce,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,2017-09-11,Mañana
2017-0114,1,2017-09-15,2017,Septiembre,15,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,Con_cruce,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,2017-09-15,Madrugada
2017-0115,1,2017-09-19,2017,Septiembre,19,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,Con_cruce,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34,2000-01-01,Noche
2017-0116,1,2017-09-20,2017,Septiembre,20,22,COLECTORA AV. GRAL. PAZ 5750,AUTOPISTA,"PAZ, GRAL. AV.",Sin_cruce,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,2017-09-20,Noche
2017-0118,1,2017-09-22,2017,Septiembre,22,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,Con_cruce,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2017-09-29,Mañana
2017-0120,1,2017-10-02,2017,Octubre,2,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Con_cruce,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,2017-10-02,Tarde
2017-0123,1,2017-10-10,2017,Octubre,10,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,Con_cruce,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36,2017-10-10,Madrugada
2017-0124,1,2017-10-12,2017,Octubre,12,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",Sin_cruce,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51,2017-10-12,Tarde
2017-0125,1,2017-10-13,2017,Octubre,13,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con_cruce,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,2017-10-13,Mañana
2017-0126,2,2017-10-14,2017,Octubre,14,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,Con_cruce,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2000-01-01,Mañana
2017-0126,2,2017-10-14,2017,Octubre,14,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,Con_cruce,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,2017-10-14,Mañana
2017-0127,1,2017-10-16,2017,Octubre,16,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,Con_cruce,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,24,2017-10-16,Mañana
2017-0128,1,2017-10-17,2017,Octubre,17,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",Sin_cruce,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,2017-10-17,Tarde
2017-0129,1,2017-10-26,2017,Octubre,26,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,Con_cruce,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,2017-10-26,Noche
2017-0130,1,2017-10-27,2017,Octubre,27,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,Con_cruce,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,23,2017-10-27,Madrugada
2017-0132,1,2017-10-30,2017,Octubre,30,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,Con_cruce,8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,23,2017-10-30,Tarde
2017-0134,1,2017-11-06,2017,Noviembre,6,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",Sin_cruce,8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,47,2017-11-06,Noche
2017-0135,1,2017-11-07,2017,Noviembre,7,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,Con_cruce,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,2017-11-07,Tarde
2017-0136,1,2017-11-16,2017,Noviembre,16,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,Con_cruce,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,55,2017-11-16,Mañana
2017-0137,1,2017-11-17,2017,Noviembre,17,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,Con_cruce,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,2017-11-17,Mañana
2017-0138,1,2017-11-19,2017,Noviembre,19,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,Con_cruce,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2017-11-19,Mañana
2017-0139,1,2017-11-19,2017,Noviembre,19,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",Con_cruce,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,15,2017-11-19,Noche
2017-0140,1,2017-11-19,2017,Noviembre,19,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin_cruce,4,No_data,No_data,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,24,2017-11-19,Noche
2017-0141,1,2017-11-23,2017,Noviembre,23,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,Con_cruce,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,22,2017-11-23,Noche
2017-0143,1,2017-11-25,2017,Noviembre,25,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",Con_cruce,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,50,2017-11-25,Noche
2017-0144,1,2017-11-26,2017,Noviembre,26,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,"ROCA, CNEL. AV.",Con_cruce,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,50,2017-11-26,Mañana
2017-0145,1,2017-11-26,2017,Noviembre,26,17,MAZA Y DON BOSCO,CALLE,MAZA,Con_cruce,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,58,2017-11-26,Tarde
2017-0147,1,2017-11-28,2017,Noviembre,28,11,AV. GRAL. PAZ Y AV. EVA PERON,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,49,2017-11-28,Mañana
2017-0148,1,2017-11-29,2017,Noviembre,29,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,Con_cruce,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,82,2017-11-29,Mañana
2017-0149,1,2017-11-30,2017,Noviembre,30,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,Con_cruce,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,13,2017-11-30,Tarde
2017-0150,1,2017-12-04,2017,Diciembre,4,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,Con_cruce,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,56,2017-12-04,Madrugada
2017-0151,1,2017-12-04,2017,Diciembre,4,2,VIEYTES Y LUJAN,CALLE,VIEYTES,Con_cruce,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,42,2017-12-04,Madrugada
2017-0152,1,2017-12-06,2017,Diciembre,6,17,CACHI Y TRAFUL,CALLE,CACHI,Con_cruce,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19,2017-12-06,Tarde
2017-0153,2,2017-12-11,2017,Diciembre,11,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,Con_cruce,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,42,2017-12-12,Madrugada
2017-0153,2,2017-12-11,2017,Diciembre,11,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,Con_cruce,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2017-12-12,Madrugada
2017-0154,1,2017-12-11,2017,Diciembre,11,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,Con_cruce,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,76,2017-12-11,Mañana
2017-0155,1,2017-12-12,2017,Diciembre,12,21,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,Sin_cruce,7,-58.45593915,-34.62656868,SD-MOTO,No_data,MOTO,No_data,MASCULINO,77,2000-01-01,Noche
2017-0157,1,2017-12-17,2017,Diciembre,17,9,AV. GRAL. PAZ Y HUMAITA,AUTOPISTA,"PAZ, GRAL. AV.",Con_cruce,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53,2017-12-17,Mañana
2017-0158,1,2017-12-18,2017,Diciembre,18,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AUTOPISTA,GUALEGUAYCHU,Con_cruce,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2017-12-18,Noche
